negativereason,airline,tweet_location,retweet_count,text,sentiment,topic
Can't Tell,US Airways,Pennsylvania,0,@USAirways No I was there 12 hrs early! Send me an email to share my experience You don't want this blasting here.,Negative,1
Customer Service Issue,US Airways,,0,@usairways - It's all automated and no one cares to understand the problem I'm having,Negative,9
Late Flight,US Airways,"Dallas, TX ",0,@USAirways screwed me up big. 1st flight 1hr Late Flight. Made it to 2nd flight. CSM daryl wouldn't let me on the plane because we were (1/4),Negative,2
Late Flight,US Airways,,0,@USAirways flight from Bhm delayed 5hrs! Connect flgt left us in clt at a motel,Negative,1
Customer Service Issue,US Airways,Knoxville,0,@USAirways done it! Process initiated Saturday morning.  Can't get info with website issues &amp; inadequate phone coverage.  How 2 get update??,Negative,0
Can't Tell,US Airways,,0,"@USAirways yeah I know that but that doesn't get me my money back does it, everytime I fly with you something bad happens.",Negative,6
Can't Tell,US Airways,"Los Angeles, CA",0,@USAirways is the worst. I have to pay $200 just to NOT take my first flight in a round trip! Otherwise they'll Cancelled Flight my whole flight.,Negative,4
Can't Tell,US Airways,,0,@USAirways terrible service,Negative,6
Customer Service Issue,US Airways,,0,"@USAirways Disgusted with your poor customer service. U wrongfully remove &gt; 65,000 miles from my Dividend Miles and no live person,",Negative,9
Customer Service Issue,US Airways,,0,@USAirways Please hold flight US 639 in Phoenix! I'm a weary traveler stuck on another flight because the tarmac is having issues!,Negative,1
Customer Service Issue,US Airways,,0,"@USAirways - No live person to speak with all day at Dividend Miles, after they wrongfully took over 65,000 miles out of my account.",Negative,9
Lost Luggage,US Airways,,0,@USAirways my frustrations are the result of multiple experiences Late Flightly. Currently lost luggage. I want to talk to a real person.,Negative,3
Customer Service Issue,US Airways,Maryland,0,"@USAirways cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service.
#socialtantrum",Negative,2
Flight Booking Problems,US Airways,"Austin, TX | Atlanta, GA",0,"@USAirways Well, that's a problem considering I need to book a flight tonight for this weekend... is there anything you can do?",Negative,4
,US Airways,,0,@USAirways but i bougth mc caren to jfk with same agency and delta airways . Delta refund money but usairways doesnt accept to refund,Negative,6
Flight Booking Problems,US Airways,,0,@USAirways it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways ++,Negative,9
Bad Flight,US Airways,"Denver, NC",1,"@usairways  US1799 CLT-&gt;SFO in first no desert, no snack basket. Incoming was on time ? Whatâ€™s up?",Negative,1
Can't Tell,US Airways,,1,@USAirways you are the actual worst.  You have zero respect for your passengers. I'm officially done flying with you.,Negative,6
Customer Service Issue,US Airways,,0,@USAirways has the worst customer service line.  I've called them 8 times today and not once was I able to talk to a real human being.,Negative,2
Flight Booking Problems,US Airways,Los Angeles,0,@usairways that wasn't the issue. Someone finally helped on the phone. Now theres a website error that won't let me process my request. SMH,Negative,9
Customer Service Issue,US Airways,,0,@USAirways you say to call travel agency and they say we cant refund because usairways didnt accept this.,Negative,9
Can't Tell,US Airways,"St. Louis to Parris Island, SC",0,@USAirways ... I f@$%ing hate you.,Negative,9
Flight Booking Problems,US Airways,,0,@USAirways no i use to skyscanner and travel agency and i called u . You said you should call travel agency but,Negative,9
longlines,US Airways,,0,"@USAirways finally spoke with someone. I have to email the refund dept. I love you guys, but 6 hours in line to be told no dice sucks.",Negative,2
Flight Booking Problems,US Airways,Southeastern United States,0,@USAirways well I thought they had hours ago but just found out that no I do not have a seat,Negative,4
Bad Flight,US Airways,"Keene, NH",0,"@USAirways : Was on flight 2046 BOS-CLT on 2/22, awful experience, exit row seat was so narrow that I could not move my legs! Unacceptable.",Negative,1
Customer Service Issue,US Airways,,1,@USAirways   Not good. On hold for over an hour. http://t.co/wSgYckCIIO,Negative,7
,US Airways,"Knoxville, TN",0,"@USAirways no worries, your flight attendant took care of it.",Negative,1
,US Airways,USA,0,@USAirways Thanks for getting back to me. I called that number earlier but no option to leave vm and just rings with busy tone,Negative,2
Customer Service Issue,US Airways,"Austin, TX | Atlanta, GA",0,@USAirways I am a premium #DividendMiles #cardholder. Unacceptable 4 you to #hangup my #customerservice call twice after putting me on hold.,Negative,2
Can't Tell,US Airways,,0,@USAirways I bougth ticket same fligths twice and you dont refund money it is big problem other company refund money why dont u pay back,Negative,9
Late Flight,US Airways,"Bedford, NH",0,@USAirways @AmericanAir now this is beyond ridiculous. Some steering problem delays us again. #neveragain  it's no wonder you had to sell,Negative,6
Lost Luggage,US Airways,Knoxville,0,@USAirways and @FlyKnoxville - bad weather should not be an excuse for not following established luggage procedures. #NoClothesNoInfo,Negative,4
Late Flight,US Airways,,1,@USAirways On hold for going on 40 minutes after spending 10 hours delayed in Denver cause of a broken plane. Thanks guys.,Negative,1
Late Flight,US Airways,"New Orleans, LA",1,@USAirways every single time i fly you guys i am delayed at least 30 minutes. Every time. On flight 5612 out of #CLT to nola.,Negative,2
Flight Attendant Complaints,US Airways,Earth ,0,@USAirways is it ok for a flight attendant to talk nasty about passengers while they go get drinks by the restroom? I was shocked listening,Negative,5
Late Flight,US Airways,,1,@USAirways I can't wait to never fly with you again. Always delayed. Always lose my bag. Rudest people on the planet. Southwest is the best,Negative,2
Bad Flight,US Airways,Southeastern United States,0,@USAirways sat on the ramp for 45 min and missed my connection. No one seems to concerned at usairways.,Negative,1
Customer Service Issue,US Airways,,0,@USAirways It's very difficult to work with Baggage claims when they don't answer the phone,Negative,4
Customer Service Issue,US Airways,USA,0,@USAirways I lost an ID on your plane and having trouble finding a contact for your lost and found in Cleveland Hopkins Airport. Please Help,Negative,2
Can't Tell,US Airways,"Florida Raised, NYC Based ",0,"Too little, too Late Flight. You suck RT @USAirways: @mitchsunderland Oh no, Mitchell. Our agents are happy to offer you available options.",Negative,8
,US Airways,,0,@USAirways just now but no general announcement,Negative,5
Late Flight,US Airways,"Bedford, NH",0,@USAirways seriously? Every flight I have had the past 2 days has been delayed. Every single one. Terrible,Negative,2
Can't Tell,US Airways,BTR/DCA/IAD/MSY - etc,0,@USAirways very embarrassing.,Negative,9
Flight Attendant Complaints,US Airways,BTR/DCA/IAD/MSY - etc,0,@USAirways Iâ€™m still disappointed that it is apparently ok for a Flight Attendant who isnâ€™t up on current policy to argue with a traveler.,Negative,3
Customer Service Issue,US Airways,"Las Vegas, NV",0,@USAirways 1500 characters are not enough to convey the issue. Was directed to emailmailto:customer.relations@usairways.com unmonitored. BAD,Negative,6
Lost Luggage,US Airways,,1,"@USAirways i have and you have not been able to locate them, its insane. i trust you and PAY you to look after my things and you lost them.",Negative,8
Flight Attendant Complaints,US Airways,BTR/DCA/IAD/MSY - etc,0,@USAirways and yet the Flight Attendant argued with me over Exec Plat benefits...,Negative,1
,US Airways,,0,@USAirways @AmericanAir explain how come I can get a free upgrade on US as an exe plat but not exit row seating w/out paying. confused,Negative,4
Flight Attendant Complaints,US Airways,BTR/DCA/IAD/MSY - etc,0,@USAirways is anything being done to make Flight Attendants aware of AA member benefits? Embarrassing being argued with. Just happened.,Negative,2
Customer Service Issue,US Airways,"Las Vegas, NV",1,@USAirways 4 hours on tarmac in Charleston and still can't get a response after a week. Unacceptable,Negative,1
Late Flight,US Airways,,1,@USAirways strikes again--Late Flight crew #3/4 for the trip and maintenance #2/4.  Worth the extra $200/trip for less hassle and fewer delays,Negative,4
Late Flight,US Airways,,1,@USAirways so I get bumped to the 6pm to Birmingham which is now delayed because the pilots scheduled don't have enough hours together. Fail,Negative,3
Cancelled Flight,US Airways,,0,@USAirways horrible travel day w/ your airlines. My 2:20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldn't get on the 4:05,Negative,0
Lost Luggage,US Airways,"Denver, CO",0,@USAirways 24 hrs of traveling and this just welcomes u back home to the US. 4 hr layover and I get to watch it going to wrong destination.,Negative,2
Flight Attendant Complaints,US Airways,BTR/DCA/IAD/MSY - etc,0,@USAirways it is really embarrassing when asking for complimentary drink/snack detailed here: https://t.co/9zA6xb1h89 &amp; being argued with.,Negative,2
Lost Luggage,US Airways,,1,@USAirways I am so disappointed with the service I received with you on my travels to NC these past few days .. you lost my baggage twice.,Negative,9
,US Airways,"Miami, Florida, USA",0,@USAirways but question :  if the downgrade include losing first class do you get money back ? http://t.co/LfT7QD23Sy,Negative,4
Customer Service Issue,US Airways,Manchester,0,@USAirways why are your customer service department so intent on ignoring my emails and queries? #badservice #usairways,Negative,2
Lost Luggage,US Airways,NY,0,@USAirways your lack of customer service has shined. I need you to step up and get my lost baggage to delta. So they can return it to me.,Negative,4
Cancelled Flight,US Airways,NYC,0,"@USAirways do you operate ANY flights without maintenance issues? Flights in/out of DCA Cancelled Flighted, this is getting old. Update fleet pls!",Negative,1
Customer Service Issue,US Airways,"Miami, Florida, USA",0,@USAirways no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded.,Negative,1
Customer Service Issue,US Airways,BTR/DCA/IAD/MSY - etc,0,"@USAirways awesome... Doors close in 2 minutes, flight leaves in 17 minutes... And the plane just got here. WTH?",Negative,7
Customer Service Issue,US Airways,Washington D.C.,0,@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day.,Negative,6
Flight Booking Problems,US Airways,Cali native now in Charlotte,0,@USAirways I have to fly back to Charlotte out of a different airport. You guys are not very flexible like other airlines.,Negative,3
Flight Booking Problems,US Airways,BTR/DCA/IAD/MSY - etc,0,"@USAirways I checked in ""Standby for 1st Class"" only to find I am ""not on the list"". This merger is a pain.",Negative,2
Flight Booking Problems,US Airways,,0,@USAirways Your exchange/credit policies are worthless and shadier than the White House. Dissatisfied to the nines right now.,Negative,3
Can't Tell,US Airways,Does it really matter,0,@USAirways the exhaustion of traveling n runnin thru the airport and tryin 2rent a car n not killin myself my family or anybody on the road,Negative,8
Lost Luggage,US Airways,,0,@USAirways OFFERING to give up my bag which you usually have to force passengers to do. I am in a state of shock.,Negative,1
Can't Tell,US Airways,,0,@USAirways power trip. I felt completely threatened and unsafe and I am so angry. Derrick Bussey.  DCA. Would like to reiterate that I was,Negative,1
,US Airways,,0,@USAirways and I would have been willing to give him the benefit of the doubt and say we misunderstood each other until he went on a,Negative,2
,US Airways,VT,0,@USAirways look out for flying rocks this time! It's a bird it's a plane! Nah never mind it's just a rock...,Negative,8
Customer Service Issue,US Airways,,0,"@USAirways even if I was the single most unreasonable human being on planet earth, there is no excuse for his treatment of me.",Negative,2
Can't Tell,US Airways,,0,@USAirways citizen. I fly your airline constantly and am so offended.  Derrick Bussey. Now Im crying on this airplane because I'm so upset,Negative,6
Flight Attendant Complaints,US Airways,,0,@USAirways with such disrespect I cannot even begin to explain. He has an issue with women and he literally yelled at me and pulled me off,Negative,2
Flight Attendant Complaints,US Airways,,0,@USAirways I want to speak with someone immediately. I am shaking with rage. I offered to hate check my bag and Derrick bussey treated me,Negative,9
